en_name,ch_name,url,ranking,area,tofel,ielts,gmat,gre,tofel_sub,ielts_sub,gmat_sub,gre_sub,curriculum,area_1,area_ranking,entrance_time,project_length,tuition,region
Master of Architecture,西澳大学建筑学硕士,/majr_54356,QS排名：90,社科 建筑,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"建筑技术、结构与服务, 项目实施与文档, 建筑实践, 建筑设计, 建筑工作室, 文化景观、历史城镇与城市领地保护, 乌托邦/灾难与虚构城市, 建筑学与后人类主题, 优秀设计发表, 建筑保护导论, 当代城市主义, 建筑保护实践, 弹性绘画, 家具建筑",建筑,7,2/7月,3.5年,38700澳元/年,Australia
Master of Landscape Architecture,西澳大学景观建筑学硕士,/majr_54357,QS排名：90,社科 建筑,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"澳大利亚景观, 设计工作室：制作, 生态系统, 设计工作室：复杂性, 研究方法：景观建筑学新方向, 景观专业文件, 景观专业实践, 建筑保护实践, 建筑保护导论, 地理信息系统应用, 规划理论与实践",建筑,7,2/7月,3年,38100澳元/年,Australia
Master of Urban Design,西澳大学城市设计硕士,/majr_54358,QS排名：90,社科 建筑,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"城市设计工作室, 城市设计研讨会, 当代城市化, 塑造城市的力量, 城市设计案例研究, 城市设计研究方法, 城市设计研究",建筑,7,2/7月,2年,38100澳元/年,Australia
Master of Building Information Modelling,西澳大学建筑信息建模硕士,/majr_66158,QS排名：90,社科 建筑,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"建筑信息建模维度, 数字网站, 建筑信息建模可持续性, 建筑信息建模网络团队, 建筑信息建模管理人员, 主项目, 建筑信息建模作者, 建筑信息建模发电机",建筑,7,2/7月,1年,38100澳元/年,Australia
Master of Resources and International Commercial Law,西澳大学资源与国际商法硕士,/majr_54349,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"澳大利亚金融交易法律法规, 世界贸易组织法, 资源企业管治, 法律与管理基础, 国际贸易融资, 资源税, 国际商法基础, 国际买卖法, 国际航运法, 国际石油与天然气法, 调解：实践与技能, 气候变化法与排污交易",法律,7,2/7月,1年,39500澳元/年,Australia
Master of International Law,西澳大学国际法硕士,/majr_54351,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际法理论、方法与当代议题, 国际公法基础, 海洋法, 国际人道主义法, 国际人权法, 冲突法：技术与未来挑战, 世界贸易组织法, 国际石油与天然气法, 气候变化法与排污交易, 研究论文",法律,7,2/7月,1年,40900澳元/年,Australia
"Master of Law, Policy and Government",西澳大学法律、政策与政府硕士,/majr_54352,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,,法律,7,2/7月,1年,40900澳元/年,Australia
Master of Laws,西澳大学法学硕士,/majr_54353,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"救济方法, 资源企业管治, 家庭法, 消费者法, 所得税法, 保险法, 采矿与能源法, 知识产权法, 国际公法, 比较法, 卫生法律与政策, 国际法与比较法中的原住民, 法律冲突, 国际贸易融资, 雇佣法",法律,7,2/7月,1年,40900澳元/年,Australia
Master of Mining and Energy Law,西澳大学矿业与能源法硕士,/majr_54354,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"法律与治理基础, 矿业法, 澳大利亚石油与天然气法, 国际石油与天然气法, 石油与天然气协议, 资源企业管治, 所得税法, 保险法, 资源税收, 国际商事仲裁",法律,7,2/7月,1年,40900澳元/年,Australia
Master of Taxation Law,西澳大学税法硕士,/majr_54355,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"高级澳大利亚国际税收, 税收争议解决, 高级资本利得税, 货物与劳务税, 转让定价, 资源税, 保险税, 澳大利亚金融交易法律法规, 双重课税协定与国际税法, 外国税法, 知识产权与中国的创新型经济, 国际商法基础",法律,7,2/7月,1年,40900澳元/年,Australia
Juris Doctor,西澳大学法律博士,/majr_66155,QS排名：90,社科 法律,106,7.5,,,L:26 | R:26 | W:26 | S:28 ,L:7 | R:7 | W:7 | S:7 ,,,"法律与律师学基础, 刑法, 合同法, 财产法, 侵权行为, 土地法, 公法基础, 法律理论与伦理学, 宪法, 行政法, 股本与信托, 公司法, 法律救济, 证据学, 专业实践",法律,7,2月,3年,46500澳元/年,Australia
Master of International Law and Master of International Relations,西澳大学国际法硕士与国际关系硕士,/majr_72170,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"国际法理论、方法与当代议题, 国际公法基础, 海洋法, 国际人道主义法, 国际人权法, 冲突法：技术与未来挑战, 世界贸易组织法, 国际石油与天然气法, 气候变化法与排污交易, 研究论文, 国际安全, 全球政治经济, 国际关系基础, 国际体系治理, 国际社会进化, 宗教、全球认同与世界政治, 世界政治：西方穆斯林, 亚太国际关系, 非洲和平与安全, 国际发展的批判性视角, 应对国际危机, 美国外交政策, 中国与世界, 非政府组织、管理与发展, 国际合作研究经验",法律,7,2/7月,2年,48250澳元/年,Australia
Master of Legal Practice,西澳大学法律实践硕士,/majr_72171,QS排名：90,社科 法律,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"法律与律师学基础, 刑法, 合同法, 财产法, 侵权行为, 土地法, 公法基础, 法律解释, 宪法, 行政法, 股本与信托, 公司法, 法律救济, 证据学, 专业实践, 争议解决条款, 程序法",法律,7,2/7月,2年,40900澳元/年,Australia
Master of Biomedical Science (with specialisation),西澳大学生物医学硕士（含小方向）,/majr_54368,QS排名：90,工科 生物工程,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"分子生物学, 结构与功能生物化学, 组学——细胞功能的全局研究法, 细胞生物化学, 生物化学与分子生物学高级研究, 生物化学与分子生物学先进技术, 遗传学与基因组学高级研究, 分子科学先进技术, 基因组学的目标与应用, 生物信息学与基因组学数据分析, 人类进化生态学, 生物人类学：基因与社会, 睡眠生物学基础, 海洋神经生态学与行为, 现代神经科学研究方法, 神经发育及其障碍, 细胞生理机能, 膜、肌肉与信号传输生理学",生物工程,5,2/7月,2年,43800澳元/年,Australia
Master of Social Work,西澳大学社会工作硕士,/majr_54397,QS排名：90,社科 社会学与社工,82,7,,,L:20 | R:18 | W:22 | S:20 ,L:7 | R:7 | W:7 | S:7 ,,,"社会工作知识、理论与价值观, 原住民与社会工作, 实地教学1, 卫生与人类服务中的社会工作, 实地教训2, 社会心理理论导论, 社会工作方法导论, 咨询与伦理学, 政策与社区, 研究方法, 组织实践与法律, 社会工作与心理健康实践, 组织实践、法律与研究",社会学与社工,7,2月,2年,33300澳元/年,Australia
Master of International Development,西澳大学国际发展硕士,/majr_54378,QS排名：90,社科 国际关系,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"发展实践案例研究, 国际发展的批判性视野, 环境规划与管理, 人口、移民与发展, 采矿业与区域发展, 自然资源管理分析, 环境规划与管理, 地理信息系统应用, 地理信息系统与建筑环境, 地理信息系统应用, 非洲和平与安全, 非政府组织、管理与发展, 发展中的性别：方法与议题, 保护、开发与可持续性",国际关系,7,2/7月,1.5年,52934澳元/年,Australia
Master of International Relations,西澳大学国际关系硕士,/majr_54387,QS排名：90,社科 国际关系,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"国际安全, 全球政治经济, 国际关系基础, 国际体系治理, 国际社会进化, 宗教、全球认同与世界政治, 世界政治：西方穆斯林, 亚太国际关系, 非洲和平与安全, 国际发展的批判性视角, 应对国际危机, 美国外交政策, 中国与世界, 非政府组织、管理与发展, 国际合作研究经验",国际关系,7,2/7月,2年,35000澳元/年,Australia
Master of Commerce (with specialisation),西澳大学商学硕士（含小方向）,/majr_54343,QS排名：90,商科 管理,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"中级企业财务会计, 高级企业财务会计, 计划与控制会计, 税收原理, 电子商务, 企业信息系统, 物流与供应链管理, 商业智能, 雇佣关系, 战略职场关系, 国际雇佣关系, 金融学导论, 风险管理与金融工具, 财务报表分析与企业估值, 贸易与市场, 人力资源分析, 人力资源管理导论, 市场营销分析与规划, 全球市场营销战略, 营销服务",管理,7,2/7月,2年,44200澳元/年,Australia
Master of Human Resources and Employment Relations,西澳大学人力资源与雇佣关系硕士,/majr_54345,QS排名：90,商科 人力资源管理,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"战略职场关系, 国际雇佣关系, 磋商与纠纷调解, 多样性与包容性, 人力资源分析学, 战略人力资源管理, 成为专业人力资源师 , 员工关系法, 道德与可持续管理, 评估与选择, 组织发展与工作设计",人力资源管理,7,2/7月,2年,43600澳元/年,Australia
Master of Environmental Science (with specialisation),西澳大学环境科学硕士（含小方向）,/majr_54371,QS排名：90,工科 环境工程,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"环境与资源经济学, 城市与区域分析, 气候变化政策与规划, 区域规划, 地理信息科学程序设计, 环境遥感, 高级空间分析, 高级环境管理地理信息系统, 高级土地利用与管理, 流域与河道演变, 土壤与地下水整治, 土动力学, 海岸与河口演变, 海洋及沿海规划与管理",环境工程,7,2/7月,2年,44200澳元/年,Australia
Master of Ocean Leadership,西澳大学海洋领导力硕士,/majr_66156,QS排名：90,工科 环境工程,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"海洋养护与渔业管理, 海洋治理, 海洋灾害, 蓝色经济的战略领导地位, 印度洋环境, 多学科合作, 海洋数据分析, 海洋工程与技术, 海洋中的性, 应用专业商务沟通, 环境与资源经济学, 经济发展的理论与实践, 气候、能源与水经济, 公共政策经济学, 生态工程",环境工程,7,2/7月,2年,45400澳元/年,Australia
Master of Environmental Planning,西澳大学环境规划硕士,/majr_72162,QS排名：90,工科 环境工程,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"文化景观、历史城镇和市区的保护, 地理信息系统应用, 环境管理基础, 规划基础, 保护区管理和保护, 澳大利亚景观, 地理、规划、环境与发展实践, 可持续发展和城市, 景观与城市生态, 区域规划, 塑造城市的力量",环境工程,7,2/7月,2年,38300澳元/年,Australia
Master of Business Information and Logistics Management,西澳大学商业信息与物流管理硕士,/majr_54342,QS排名：90,商科 供应链管理,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"企业信息系统, 物流与供应链管理, 商业流程管理, 信息管理与物流职业, 物流、运营与服务模式, 信息系统管理, 道德与可持续性管理, 应用项目管理, 计划与控制会计, 职业发展实习, 电子商务, 人力资源管理导论, 商业智能, 应用专业商务沟通, 数字化营销",供应链管理,3,2/7月,2年,44200澳元/年,Australia
Master of Public Policy (with specialisation),西澳大学公共政策硕士（含小方向）,/majr_54348,QS排名：90,社科 公共政策与事务,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"经济增长与制度, 公共经济学, 高级发展经济学, 环境与资源经济学, 高级国际贸易, 金融市场经济学, 国际金融与市场, 国际公法基础, 教育政策趋势：从全球到地方, 法律与治理基础, 气候变化法与排放交易, 气候变化政策与规划, 公共卫生基础, 真假科学与科学腐败",公共政策与事务,7,2/7月,2年,40000澳元/年,Australia
Master of Business Administration (MBA) Intensive,西澳大学工商管理硕士（强化）,/majr_54340,QS排名：90,商科 工商管理,100,7,650,,L:20 | R:20 | W:20 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,/,,"会计学, 领导自我与他人：领导力挑战, 经济管理与战略, 财务管理, 组织行为学, 战略分析与咨询项目, 数据驱动的决策, 操作与战略供应链管理, 市场营销原理, 全球能源与矿产市场, 资源公司的估值与风险分析, 战略公司财务, 兼并与收购, 引领全球合作, 资源公司的战略管理",工商管理,7,1月,1.5年,44900澳元/年,Australia
Master of Business Administration (MBA) Flexible,西澳大学工商管理硕士（弹性）,/majr_54341,QS排名：90,商科 工商管理,100,7,550,,L:20 | R:20 | W:20 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,/,,"小型企业管理, 创业与创新, 技术与创新管理, 社会影响：企业家与社会创新, 管理的法律原则, 谈判行为, 全球能源与矿产市场, 资源公司的估值与风险分析, 战略公司财务, 兼并与收购, 领导自我与他人, 引领全球合作, 成为一名领导者：领导力培养展望, 组织变革与转型, 社会投资与慈善事业",工商管理,7,2/7月,1.5年,54300澳元/年,Australia
Master of Renewable and Future Energy,西澳大学可再生能源与未来能源硕士,/majr_66159,QS排名：90,工科 能源,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"流体力学, 化学过程热力学, 电力与机械, 电路与电子学, 化工与热能可再生能源, 光伏及其在电力系统中的应用, 可再生能源电网整合, 智能电网与微电网设计与分析, 从化石到未来——转型, 能量存储系统, 可再生能源案例研究, 海洋可再生能源, 应用专业商务沟通, 反应工程, 迁移现象",能源,6,2/7月,2年,44500澳元/年,Australia
Master of Business Administration and Master of Laws,西澳大学工商管理硕士与法律硕士,/majr_72163,QS排名：90,商科 工商管理,100,7,,,L:26 | R:26 | W:26 | S:28 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"会计学, 领导自我与他人：领导力挑战, 经济管理与战略, 财务管理, 组织行为学, 战略分析与咨询项目, 数据驱动的决策, 操作与战略供应链管理, 市场营销原理, 全球能源与矿产市场, 资源公司的估值与风险分析, 战略公司财务, 兼并与收购, 引领全球合作, 资源公司的战略管理, 救济方法, 资源企业管治, 家庭法, 消费者法, 所得税法, 保险法, 采矿与能源法, 知识产权法, 国际公法, 比较法, 卫生法律与政策, 国际法与比较法中的原住民, 法律冲突, 国际贸易融资, 雇佣法",工商管理,7,1月,2年,70625澳元/年,Australia
Master of Geoscience,西澳大学地球科学硕士,/majr_54374,QS排名：90,工科 地球科学,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"地理信息系统应用, 澳大利亚的地质演化, 成矿系统, 油气系统, 构勘探造地质学, 多尺度构造系统, 科学行为、伦理与交流, 环境遥感, 地球物理数据采集与分析, 盆地分析技术, 生物地层学, 高级石油地球科学, 石油地球科学的结构分析, 地球科学分析技术, 同位素地球化学",地球科学,2,2/7月,2年,45400澳元/年,Australia
Master of Hydrogeology,西澳大学水文地质学硕士,/majr_54376,QS排名：90,工科 地球科学,82,6.5,,,L:20 | R:18 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"沉积学基础, 土地与水资源基础, 科学行为、伦理与传播, 水文地质系统, 高级水文地质学, 高级土地利用与管理, 海岸与河口演变, 流域与河道演变, 环境遥感, 地理信息系统应用, 土壤与地下水整治, 土动力学, 用于环境管理的高级地理信息系统, 澳大利亚地质演变, 水文地质学行业实习",地球科学,2,2/7月,2年,45400澳元/年,Australia
